Species 1,Species 2,Mole frac species 1,Mole frac species 2,deltaH,Temp (K)
NaF,SmF3,0.6,0.4,-8605.03,1200
NaF,SmF3,0.59,0.41,-8546.7,1200
NaF,SmF3,0.58,0.42,-8482.49,1200
NaF,SmF3,0.57,0.43,-8412.84,1200
NaF,SmF3,0.56,0.44,-8338.13,1200
NaF,SmF3,0.55,0.45,-8258.69,1200
NaF,SmF3,0.54,0.46,-8174.83,1200
NaF,SmF3,0.53,0.47,-8086.81,1200
NaF,SmF3,0.52,0.48,-7994.87,1200
NaF,SmF3,0.51,0.49,-7899.22,1200
NaF,SmF3,0.5,0.5,-7800.04,1200
NaF,SmF3,0.49,0.51,-7697.5,1200
NaF,SmF3,0.48,0.52,-7591.74,1200
NaF,SmF3,0.47,0.53,-7482.9,1200
NaF,SmF3,0.46,0.54,-7371.09,1200
NaF,SmF3,0.45,0.55,-7256.43,1200
NaF,SmF3,0.44,0.56,-7139,1200
NaF,SmF3,0.43,0.57,-7018.9,1200
NaF,SmF3,0.42,0.58,-6896.2,1200
NaF,SmF3,0.41,0.59,-6770.98,1200
NaF,SmF3,0.4,0.6,-6643.3,1200
NaF,SmF3,0.39,0.61,-6513.22,1200
NaF,SmF3,0.38,0.62,-6380.81,1200
NaF,SmF3,0.37,0.63,-6246.11,1200
NaF,SmF3,0.36,0.64,-6109.18,1200
NaF,SmF3,0.35,0.65,-5970.05,1200
NaF,SmF3,0.34,0.66,-5828.79,1200
NaF,SmF3,0.33,0.67,-5685.43,1200
NaF,SmF3,0.32,0.68,-5540.01,1200
NaF,SmF3,0.31,0.69,-5392.57,1200
NaF,SmF3,0.3,0.7,-5243.16,1200
NaF,SmF3,0.29,0.71,-5091.8,1200
NaF,SmF3,0.28,0.72,-4938.53,1200
NaF,SmF3,0.27,0.73,-4783.4,1200
NaF,SmF3,0.26,0.74,-4626.42,1200
NaF,SmF3,0.25,0.75,-4467.65,1200
NaF,SmF3,0.24,0.76,-4307.11,1200
NaF,SmF3,0.23,0.77,-4144.83,1200
NaF,SmF3,0.22,0.78,-3980.85,1200
NaF,SmF3,0.21,0.79,-3815.19,1200
NaF,SmF3,0.2,0.8,-3647.89,1200
NaF,SmF3,0.19,0.81,-3478.98,1200
NaF,SmF3,0.18,0.82,-3308.49,1200
NaF,SmF3,0.17,0.83,-3136.44,1200
NaF,SmF3,0.16,0.84,-2962.87,1200
NaF,SmF3,0.15,0.85,-2787.8,1200
NaF,SmF3,0.14,0.86,-2611.26,1200
NaF,SmF3,0.13,0.87,-2433.29,1200
NaF,SmF3,0.12,0.88,-2253.89,1200
NaF,SmF3,0.11,0.89,-2073.11,1200
NaF,SmF3,0.1,0.9,-1890.97,1200
NaF,SmF3,0.09,0.91,-1707.49,1200
NaF,SmF3,0.08,0.92,-1522.7,1200
NaF,SmF3,0.07,0.93,-1336.63,1200
NaF,SmF3,0.06,0.94,-1149.29,1200
NaF,SmF3,0.05,0.95,-960.71,1200
NaF,SmF3,0.04,0.96,-770.91,1200
NaF,SmF3,0.03,0.97,-579.92,1200
NaF,SmF3,0.02,0.98,-387.76,1200
NaF,SmF3,0.01,0.99,-194.44,1200
NaF,SmF3,0,1,0,1200
NaF,SrF2,1,0,0,1200
NaF,SrF2,0.99,0.01,-135.63,1200
NaF,SrF2,0.98,0.02,-268.77,1200
NaF,SrF2,0.97,0.03,-399.39,1200
NaF,SrF2,0.96,0.04,-527.44,1200
NaF,SrF2,0.95,0.05,-652.88,1200
NaF,SrF2,0.94,0.06,-775.65,1200
NaF,SrF2,0.93,0.07,-895.72,1200
NaF,SrF2,0.92,0.08,-1013.03,1200
NaF,SrF2,0.91,0.09,-1127.54,1200
NaF,SrF2,0.9,0.1,-1239.2,1200
NaF,SrF2,0.89,0.11,-1347.96,1200
NaF,SrF2,0.88,0.12,-1453.77,1200
NaF,SrF2,0.87,0.13,-1556.59,1200
NaF,SrF2,0.86,0.14,-1656.36,1200
NaF,SrF2,0.85,0.15,-1753.05,1200
NaF,SrF2,0.84,0.16,-1846.59,1200
NaF,SrF2,0.83,0.17,-1936.96,1200
NaF,SrF2,0.82,0.18,-2024.09,1200
NaF,SrF2,0.81,0.19,-2107.95,1200
NaF,SrF2,0.8,0.2,-2188.5,1200
NaF,SrF2,0.79,0.21,-2265.69,1200
NaF,SrF2,0.78,0.22,-2339.48,1200
NaF,SrF2,0.77,0.23,-2409.84,1200
NaF,SrF2,0.76,0.24,-2476.73,1200
NaF,SrF2,0.75,0.25,-2540.11,1200
NaF,SrF2,0.74,0.26,-2599.96,1200
NaF,SrF2,0.73,0.27,-2656.25,1200
NaF,SrF2,0.72,0.28,-2708.95,1200
NaF,SrF2,0.71,0.29,-2758.04,1200
NaF,SrF2,0.7,0.3,-2803.5,1200
NaF,SrF2,0.69,0.31,-2845.32,1200
NaF,SrF2,0.68,0.32,-2883.48,1200
NaF,SrF2,0.67,0.33,-2917.99,1200
NaF,SrF2,0.66,0.34,-2948.83,1200
NaF,SrF2,0.65,0.35,-2976,1200
NaF,SrF2,0.64,0.36,-2999.52,1200
NaF,SrF2,0.63,0.37,-3019.38,1200
NaF,SrF2,0.62,0.38,-3035.62,1200
NaF,SrF2,0.61,0.39,-3048.23,1200
NaF,SrF2,0.6,0.4,-3057.26,1200
NaF,SrF2,0.59,0.41,-3062.73,1200
NaF,SrF2,0.58,0.42,-3064.66,1200
NaF,SrF2,0.57,0.43,-3063.11,1200
NaF,SrF2,0.56,0.44,-3058.11,1200
NaF,SrF2,0.55,0.45,-3049.72,1200
NaF,SrF2,0.54,0.46,-3037.97,1200
NaF,SrF2,0.53,0.47,-3022.94,1200
NaF,SrF2,0.52,0.48,-3004.69,1200
NaF,SrF2,0.51,0.49,-2983.27,1200
NaF,SrF2,0.5,0.5,-2958.77,1200
NaF,SrF2,0.49,0.51,-2931.25,1200
NaF,SrF2,0.48,0.52,-2900.8,1200
NaF,SrF2,0.47,0.53,-2867.49,1200
NaF,SrF2,0.46,0.54,-2831.42,1200
NaF,SrF2,0.45,0.55,-2792.66,1200
NaF,SrF2,0.44,0.56,-2751.32,1200
NaF,SrF2,0.43,0.57,-2707.49,1200
NaF,SrF2,0.42,0.58,-2661.27,1200
NaF,SrF2,0.41,0.59,-2612.75,1200
NaF,SrF2,0.4,0.6,-2562.04,1200
NaF,SrF2,0.39,0.61,-2509.24,1200
NaF,SrF2,0.38,0.62,-2454.46,1200
NaF,SrF2,0.37,0.63,-2397.81,1200
NaF,SrF2,0.36,0.64,-2339.39,1200
NaF,SrF2,0.35,0.65,-2279.32,1200
NaF,SrF2,0.34,0.66,-2217.7,1200
NaF,SrF2,0.33,0.67,-2154.64,1200
NaF,SrF2,0.32,0.68,-2090.26,1200
NaF,SrF2,0.31,0.69,-2024.68,1200
NaF,SrF2,0.3,0.7,-1957.99,1200
NaF,SrF2,0.29,0.71,-1890.32,1200
NaF,SrF2,0.28,0.72,-1821.77,1200
NaF,SrF2,0.27,0.73,-1752.47,1200
NaF,SrF2,0.26,0.74,-1682.52,1200
NaF,SrF2,0.25,0.75,-1612.03,1200
NaF,SrF2,0.24,0.76,-1541.12,1200
NaF,SrF2,0.23,0.77,-1469.89,1200
NaF,SrF2,0.22,0.78,-1398.47,1200
NaF,SrF2,0.21,0.79,-1326.95,1200
NaF,SrF2,0.2,0.8,-1255.45,1200
NaF,SrF2,0.19,0.81,-1184.08,1200
NaF,SrF2,0.18,0.82,-1112.94,1200
NaF,SrF2,0.17,0.83,-1042.16,1200
NaF,SrF2,0.16,0.84,-971.83,1200
NaF,SrF2,0.15,0.85,-902.07,1200
NaF,SrF2,0.14,0.86,-832.99,1200
NaF,SrF2,0.13,0.87,-764.69,1200
NaF,SrF2,0.12,0.88,-697.29,1200
NaF,SrF2,0.11,0.89,-630.89,1200
NaF,SrF2,0.1,0.9,-565.61,1200
NaF,SrF2,0.09,0.91,-501.56,1200
NaF,SrF2,0.08,0.92,-438.86,1200
NaF,SrF2,0.07,0.93,-377.62,1200
NaF,SrF2,0.06,0.94,-317.95,1200
NaF,SrF2,0.05,0.95,-259.98,1200
NaF,SrF2,0.04,0.96,-203.83,1200
NaF,SrF2,0.03,0.97,-149.63,1200
NaF,SrF2,0.02,0.98,-97.51,1200
NaF,SrF2,0.01,0.99,-47.61,1200
NaF,SrF2,0,1,-0.06,1200
NaF,ThF4,1,0,0,1200
NaF,ThF4,0.99,0.01,-847.85,1200
NaF,ThF4,0.98,0.02,-1694.84,1200
NaF,ThF4,0.97,0.03,-2540.78,1200
NaF,ThF4,0.96,0.04,-3385.41,1200
NaF,ThF4,0.95,0.05,-4228.41,1200
NaF,ThF4,0.94,0.06,-5069.39,1200
NaF,ThF4,0.93,0.07,-5907.83,1200
NaF,ThF4,0.92,0.08,-6743.05,1200
NaF,ThF4,0.91,0.09,-7574.19,1200
NaF,ThF4,0.9,0.1,-8400.13,1200
NaF,ThF4,0.89,0.11,-9219.39,1200
NaF,ThF4,0.88,0.12,-10030.06,1200
NaF,ThF4,0.87,0.13,-10829.64,1200
NaF,ThF4,0.86,0.14,-11614.85,1200
NaF,ThF4,0.85,0.15,-12381.51,1200
NaF,ThF4,0.84,0.16,-13124.36,1200
NaF,ThF4,0.83,0.17,-13836.96,1200
NaF,ThF4,0.82,0.18,-14511.92,1200
NaF,ThF4,0.81,0.19,-15141.33,1200
NaF,ThF4,0.8,0.2,-15717.66,1200
NaF,ThF4,0.79,0.21,-16234.93,1200
NaF,ThF4,0.78,0.22,-16689.63,1200
NaF,ThF4,0.77,0.23,-17081.27,1200
NaF,ThF4,0.76,0.24,-17412.03,1200
NaF,ThF4,0.75,0.25,-17686.05,1200
NaF,ThF4,0.74,0.26,-17908.49,1200
NaF,ThF4,0.73,0.27,-18084.77,1200
NaF,ThF4,0.72,0.28,-18220.08,1200
NaF,ThF4,0.71,0.29,-18319.12,1200
NaF,ThF4,0.7,0.3,-18386.02,1200
NaF,ThF4,0.69,0.31,-18424.34,1200
NaF,ThF4,0.68,0.32,-18437.12,1200
NaF,ThF4,0.67,0.33,-18426.94,1200
NaF,ThF4,0.66,0.34,-18396.02,1200
NaF,ThF4,0.65,0.35,-18346.22,1200
NaF,ThF4,0.64,0.36,-18279.19,1200
NaF,ThF4,0.63,0.37,-18196.32,1200
NaF,ThF4,0.62,0.38,-18098.82,1200
NaF,ThF4,0.61,0.39,-17987.77,1200
NaF,ThF4,0.6,0.4,-17864.1,1200
NaF,ThF4,0.59,0.41,-17728.64,1200
NaF,ThF4,0.58,0.42,-17582.13,1200
NaF,ThF4,0.57,0.43,-17425.23,1200
NaF,ThF4,0.56,0.44,-17258.55,1200
NaF,ThF4,0.55,0.45,-17082.6,1200
NaF,ThF4,0.54,0.46,-16897.9,1200
NaF,ThF4,0.53,0.47,-16704.87,1200
NaF,ThF4,0.52,0.48,-16503.93,1200
NaF,ThF4,0.51,0.49,-16295.46,1200
NaF,ThF4,0.5,0.5,-16079.79,1200
NaF,ThF4,0.49,0.51,-15857.25,1200
NaF,ThF4,0.48,0.52,-15628.14,1200
NaF,ThF4,0.47,0.53,-15392.73,1200
NaF,ThF4,0.46,0.54,-15151.27,1200
NaF,ThF4,0.45,0.55,-14904.01,1200
NaF,ThF4,0.44,0.56,-14651.18,1200
NaF,ThF4,0.43,0.57,-14392.98,1200
NaF,ThF4,0.42,0.58,-14129.61,1200
NaF,ThF4,0.41,0.59,-13861.26,1200
NaF,ThF4,0.4,0.6,-13588.11,1200
NaF,ThF4,0.39,0.61,-13310.32,1200
NaF,ThF4,0.38,0.62,-13028.06,1200
NaF,ThF4,0.37,0.63,-12741.46,1200
NaF,ThF4,0.36,0.64,-12450.67,1200
NaF,ThF4,0.35,0.65,-12155.84,1200
NaF,ThF4,0.34,0.66,-11857.08,1200
NaF,ThF4,0.33,0.67,-11554.52,1200
NaF,ThF4,0.32,0.68,-11248.27,1200
NaF,ThF4,0.31,0.69,-10938.45,1200
NaF,ThF4,0.3,0.7,-10625.16,1200
NaF,ThF4,0.29,0.71,-10308.51,1200
NaF,ThF4,0.28,0.72,-9988.59,1200
NaF,ThF4,0.27,0.73,-9665.49,1200
NaF,ThF4,0.26,0.74,-9339.31,1200
NaF,ThF4,0.25,0.75,-9010.13,1200
NaF,ThF4,0.24,0.76,-8678.03,1200
NaF,ThF4,0.23,0.77,-8343.09,1200
NaF,ThF4,0.22,0.78,-8005.39,1200
NaF,ThF4,0.21,0.79,-7664.99,1200
NaF,ThF4,0.2,0.8,-7321.98,1200
NaF,ThF4,0.19,0.81,-6976.41,1200
NaF,ThF4,0.18,0.82,-6628.36,1200
NaF,ThF4,0.17,0.83,-6277.88,1200
NaF,ThF4,0.16,0.84,-5925.03,1200
NaF,ThF4,0.15,0.85,-5569.88,1200
NaF,ThF4,0.14,0.86,-5212.48,1200
NaF,ThF4,0.13,0.87,-4852.88,1200
NaF,ThF4,0.12,0.88,-4491.14,1200
NaF,ThF4,0.11,0.89,-4127.31,1200
NaF,ThF4,0.1,0.9,-3761.43,1200
NaF,ThF4,0.09,0.91,-3393.56,1200
NaF,ThF4,0.08,0.92,-3023.74,1200
NaF,ThF4,0.07,0.93,-2652.01,1200
NaF,ThF4,0.06,0.94,-2278.42,1200
NaF,ThF4,0.05,0.95,-1903.01,1200
NaF,ThF4,0.04,0.96,-1525.81,1200
NaF,ThF4,0.03,0.97,-1146.88,1200
NaF,ThF4,0.02,0.98,-766.24,1200
NaF,ThF4,0.01,0.99,-383.94,1200
NaF,ThF4,0,1,0,1200
NaF,UF3,1,0,0,1200
NaF,UF3,0.99,0.01,-403.46,1200
NaF,UF3,0.98,0.02,-803.69,1200
NaF,UF3,0.97,0.03,-1200.44,1200
NaF,UF3,0.96,0.04,-1593.4,1200
NaF,UF3,0.95,0.05,-1982.24,1200
NaF,UF3,0.94,0.06,-2366.57,1200
NaF,UF3,0.93,0.07,-2745.94,1200
NaF,UF3,0.92,0.08,-3119.8,1200
NaF,UF3,0.91,0.09,-3487.55,1200
NaF,UF3,0.9,0.1,-3848.44,1200
NaF,UF3,0.89,0.11,-4201.64,1200
NaF,UF3,0.88,0.12,-4546.16,1200
NaF,UF3,0.87,0.13,-4880.88,1200
NaF,UF3,0.86,0.14,-5204.51,1200
NaF,UF3,0.85,0.15,-5515.66,1200
NaF,UF3,0.84,0.16,-5812.83,1200
NaF,UF3,0.83,0.17,-6094.49,1200
NaF,UF3,0.82,0.18,-6359.19,1200
NaF,UF3,0.81,0.19,-6605.64,1200
NaF,UF3,0.8,0.2,-6832.87,1200
NaF,UF3,0.79,0.21,-7040.29,1200
NaF,UF3,0.78,0.22,-7227.78,1200
NaF,UF3,0.77,0.23,-7395.62,1200
NaF,UF3,0.76,0.24,-7544.51,1200
NaF,UF3,0.75,0.25,-7675.41,1200
NaF,UF3,0.74,0.26,-7789.44,1200
NaF,UF3,0.73,0.27,-7887.81,1200
NaF,UF3,0.72,0.28,-7971.73,1200
NaF,UF3,0.71,0.29,-8042.34,1200
NaF,UF3,0.7,0.3,-8100.7,1200
NaF,UF3,0.69,0.31,-8147.77,1200
NaF,UF3,0.68,0.32,-8184.4,1200
NaF,UF3,0.67,0.33,-8211.35,1200
NaF,UF3,0.66,0.34,-8229.29,1200
NaF,UF3,0.65,0.35,-8238.78,1200
NaF,UF3,0.64,0.36,-8240.35,1200
NaF,UF3,0.63,0.37,-8234.45,1200
NaF,UF3,0.62,0.38,-8221.47,1200
NaF,UF3,0.61,0.39,-8201.77,1200
NaF,UF3,0.6,0.4,-8175.66,1200
NaF,UF3,0.59,0.41,-8143.43,1200
NaF,UF3,0.58,0.42,-8105.34,1200
NaF,UF3,0.57,0.43,-8061.61,1200
NaF,UF3,0.56,0.44,-8012.46,1200
NaF,UF3,0.55,0.45,-7958.08,1200
NaF,UF3,0.54,0.46,-7898.66,1200
NaF,UF3,0.53,0.47,-7834.36,1200
NaF,UF3,0.52,0.48,-7765.35,1200
NaF,UF3,0.51,0.49,-7691.77,1200
NaF,UF3,0.5,0.5,-7613.75,1200
NaF,UF3,0.49,0.51,-7531.43,1200
NaF,UF3,0.48,0.52,-7444.94,1200
NaF,UF3,0.47,0.53,-7354.4,1200
NaF,UF3,0.46,0.54,-7259.91,1200
NaF,UF3,0.45,0.55,-7161.59,1200
NaF,UF3,0.44,0.56,-7059.55,1200
NaF,UF3,0.43,0.57,-6953.88,1200
NaF,UF3,0.42,0.58,-6844.68,1200
NaF,UF3,0.41,0.59,-6732.04,1200
NaF,UF3,0.4,0.6,-6616.06,1200
NaF,UF3,0.39,0.61,-6496.82,1200
NaF,UF3,0.38,0.62,-6374.4,1200
NaF,UF3,0.37,0.63,-6248.89,1200
NaF,UF3,0.36,0.64,-6120.38,1200
NaF,UF3,0.35,0.65,-5988.92,1200
NaF,UF3,0.34,0.66,-5854.6,1200
NaF,UF3,0.33,0.67,-5717.5,1200
NaF,UF3,0.32,0.68,-5577.67,1200
NaF,UF3,0.31,0.69,-5435.2,1200
NaF,UF3,0.3,0.7,-5290.14,1200
NaF,UF3,0.29,0.71,-5142.56,1200
NaF,UF3,0.28,0.72,-4992.52,1200
NaF,UF3,0.27,0.73,-4840.09,1200
NaF,UF3,0.26,0.74,-4685.31,1200
NaF,UF3,0.25,0.75,-4528.26,1200
NaF,UF3,0.24,0.76,-4368.99,1200
NaF,UF3,0.23,0.77,-4207.54,1200
NaF,UF3,0.22,0.78,-4043.97,1200
NaF,UF3,0.21,0.79,-3878.34,1200
NaF,UF3,0.2,0.8,-3710.69,1200
NaF,UF3,0.19,0.81,-3541.08,1200
NaF,UF3,0.18,0.82,-3369.54,1200
NaF,UF3,0.17,0.83,-3196.13,1200
NaF,UF3,0.16,0.84,-3020.89,1200
NaF,UF3,0.15,0.85,-2843.85,1200
NaF,UF3,0.14,0.86,-2665.08,1200
NaF,UF3,0.13,0.87,-2484.6,1200
NaF,UF3,0.12,0.88,-2302.46,1200
NaF,UF3,0.11,0.89,-2118.69,1200
NaF,UF3,0.1,0.9,-1933.33,1200
NaF,UF3,0.09,0.91,-1746.42,1200
NaF,UF3,0.08,0.92,-1557.99,1200
NaF,UF3,0.07,0.93,-1368.09,1200
NaF,UF3,0.06,0.94,-1176.73,1200
NaF,UF3,0.05,0.95,-983.97,1200
NaF,UF3,0.04,0.96,-789.82,1200
NaF,UF3,0.03,0.97,-594.32,1200
NaF,UF3,0.02,0.98,-397.49,1200
NaF,UF3,0.01,0.99,-199.38,1200
NaF,UF3,0,1,0,1200
NaF,UF4,1,0,0,1200
NaF,UF4,0.99,0.01,-992.86,1200
NaF,UF4,0.98,0.02,-1980.92,1200
NaF,UF4,0.97,0.03,-2963.84,1200
NaF,UF4,0.96,0.04,-3941.25,1200
NaF,UF4,0.95,0.05,-4912.74,1200
NaF,UF4,0.94,0.06,-5877.85,1200
NaF,UF4,0.93,0.07,-6836.08,1200
NaF,UF4,0.92,0.08,-7786.87,1200
NaF,UF4,0.91,0.09,-8729.6,1200
NaF,UF4,0.9,0.1,-9663.59,1200
NaF,UF4,0.89,0.11,-10588.08,1200
NaF,UF4,0.88,0.12,-11502.22,1200
NaF,UF4,0.87,0.13,-12405.07,1200
NaF,UF4,0.86,0.14,-13295.58,1200
NaF,UF4,0.85,0.15,-14172.61,1200
NaF,UF4,0.84,0.16,-15034.88,1200
NaF,UF4,0.83,0.17,-15880.97,1200
NaF,UF4,0.82,0.18,-16709.22,1200
NaF,UF4,0.81,0.19,-17517.55,1200
NaF,UF4,0.8,0.2,-18303.05,1200
NaF,UF4,0.79,0.21,-19061.08,1200
NaF,UF4,0.78,0.22,-19783.86,1200
NaF,UF4,0.77,0.23,-20459,1200
NaF,UF4,0.76,0.24,-21070.24,1200
NaF,UF4,0.75,0.25,-21602.68,1200
NaF,UF4,0.74,0.26,-22050.13,1200
NaF,UF4,0.73,0.27,-22417.18,1200
NaF,UF4,0.72,0.28,-22714.87,1200
NaF,UF4,0.71,0.29,-22955.38,1200
NaF,UF4,0.7,0.3,-23149.29,1200
NaF,UF4,0.69,0.31,-23304.89,1200
NaF,UF4,0.68,0.32,-23428.46,1200
NaF,UF4,0.67,0.33,-23524.67,1200
NaF,UF4,0.66,0.34,-23597,1200
NaF,UF4,0.65,0.35,-23648.05,1200
NaF,UF4,0.64,0.36,-23679.76,1200
NaF,UF4,0.63,0.37,-23693.61,1200
NaF,UF4,0.62,0.38,-23690.68,1200
NaF,UF4,0.61,0.39,-23671.75,1200
NaF,UF4,0.6,0.4,-23637.39,1200
NaF,UF4,0.59,0.41,-23587.94,1200
NaF,UF4,0.58,0.42,-23523.6,1200
NaF,UF4,0.57,0.43,-23444.42,1200
NaF,UF4,0.56,0.44,-23350.32,1200
NaF,UF4,0.55,0.45,-23241.13,1200
NaF,UF4,0.54,0.46,-23116.57,1200
NaF,UF4,0.53,0.47,-22976.29,1200
NaF,UF4,0.52,0.48,-22819.88,1200
NaF,UF4,0.51,0.49,-22646.89,1200
NaF,UF4,0.5,0.5,-22456.89,1200
NaF,UF4,0.49,0.51,-22249.46,1200
NaF,UF4,0.48,0.52,-22024.23,1200
NaF,UF4,0.47,0.53,-21780.95,1200
NaF,UF4,0.46,0.54,-21519.5,1200
NaF,UF4,0.45,0.55,-21239.93,1200
NaF,UF4,0.44,0.56,-20942.47,1200
NaF,UF4,0.43,0.57,-20627.53,1200
NaF,UF4,0.42,0.58,-20295.72,1200
NaF,UF4,0.41,0.59,-19947.78,1200
NaF,UF4,0.4,0.6,-19584.6,1200
NaF,UF4,0.39,0.61,-19207.14,1200
NaF,UF4,0.38,0.62,-18816.41,1200
NaF,UF4,0.37,0.63,-18413.45,1200
NaF,UF4,0.36,0.64,-17999.25,1200
NaF,UF4,0.35,0.65,-17574.8,1200
NaF,UF4,0.34,0.66,-17141,1200
NaF,UF4,0.33,0.67,-16698.7,1200
NaF,UF4,0.32,0.68,-16248.69,1200
NaF,UF4,0.31,0.69,-15791.68,1200
NaF,UF4,0.3,0.7,-15328.3,1200
NaF,UF4,0.29,0.71,-14859.13,1200
NaF,UF4,0.28,0.72,-14384.69,1200
NaF,UF4,0.27,0.73,-13905.44,1200
NaF,UF4,0.26,0.74,-13421.79,1200
NaF,UF4,0.25,0.75,-12934.1,1200
NaF,UF4,0.24,0.76,-12442.71,1200
NaF,UF4,0.23,0.77,-11947.9,1200
NaF,UF4,0.22,0.78,-11449.93,1200
NaF,UF4,0.21,0.79,-10949.05,1200
NaF,UF4,0.2,0.8,-10445.45,1200
NaF,UF4,0.19,0.81,-9939.32,1200
NaF,UF4,0.18,0.82,-9430.83,1200
NaF,UF4,0.17,0.83,-8920.13,1200
NaF,UF4,0.16,0.84,-8407.36,1200
NaF,UF4,0.15,0.85,-7892.64,1200
NaF,UF4,0.14,0.86,-7376.09,1200
NaF,UF4,0.13,0.87,-6857.8,1200
NaF,UF4,0.12,0.88,-6337.88,1200
NaF,UF4,0.11,0.89,-5816.39,1200
NaF,UF4,0.1,0.9,-5293.43,1200
NaF,UF4,0.09,0.91,-4769.05,1200
NaF,UF4,0.08,0.92,-4243.34,1200
NaF,UF4,0.07,0.93,-3716.34,1200
NaF,UF4,0.06,0.94,-3188.11,1200
NaF,UF4,0.05,0.95,-2658.7,1200
NaF,UF4,0.04,0.96,-2128.17,1200
NaF,UF4,0.03,0.97,-1596.55,1200
NaF,UF4,0.02,0.98,-1063.88,1200
NaF,UF4,0.01,0.99,-530.21,1200
NaF,UF4,0,1,4.44,1200
PuF3,RbF,1,0,0,1200
PuF3,RbF,0.99,0.01,15.23,1200
PuF3,RbF,0.98,0.02,25.91,1200
PuF3,RbF,0.97,0.03,31.96,1200
PuF3,RbF,0.96,0.04,33.29,1200
PuF3,RbF,0.95,0.05,29.81,1200
PuF3,RbF,0.94,0.06,21.41,1200
PuF3,RbF,0.93,0.07,8,1200
PuF3,RbF,0.92,0.08,-10.51,1200
PuF3,RbF,0.91,0.09,-34.25,1200
PuF3,RbF,0.9,0.1,-63.3,1200
PuF3,RbF,0.89,0.11,-97.77,1200
PuF3,RbF,0.88,0.12,-137.79,1200
PuF3,RbF,0.87,0.13,-183.45,1200
PuF3,RbF,0.86,0.14,-234.88,1200
PuF3,RbF,0.85,0.15,-292.19,1200
PuF3,RbF,0.84,0.16,-355.5,1200
PuF3,RbF,0.83,0.17,-424.95,1200
PuF3,RbF,0.82,0.18,-500.64,1200
PuF3,RbF,0.81,0.19,-582.71,1200
PuF3,RbF,0.8,0.2,-671.3,1200
PuF3,RbF,0.79,0.21,-766.53,1200
PuF3,RbF,0.78,0.22,-868.54,1200
PuF3,RbF,0.77,0.23,-977.47,1200
PuF3,RbF,0.76,0.24,-1093.46,1200
PuF3,RbF,0.75,0.25,-1216.66,1200
PuF3,RbF,0.74,0.26,-1347.2,1200
PuF3,RbF,0.73,0.27,-1485.23,1200
PuF3,RbF,0.72,0.28,-1630.9,1200
PuF3,RbF,0.71,0.29,-1784.36,1200
PuF3,RbF,0.7,0.3,-1945.76,1200
PuF3,RbF,0.69,0.31,-2115.25,1200
PuF3,RbF,0.68,0.32,-2292.98,1200
PuF3,RbF,0.67,0.33,-2479.09,1200
PuF3,RbF,0.66,0.34,-2673.74,1200
PuF3,RbF,0.65,0.35,-2877.07,1200
PuF3,RbF,0.64,0.36,-3089.21,1200
PuF3,RbF,0.63,0.37,-3310.32,1200
PuF3,RbF,0.62,0.38,-3540.51,1200
PuF3,RbF,0.61,0.39,-3779.91,1200
PuF3,RbF,0.6,0.4,-4028.63,1200
PuF3,RbF,0.59,0.41,-4286.77,1200
PuF3,RbF,0.58,0.42,-4554.42,1200
PuF3,RbF,0.57,0.43,-4831.64,1200
PuF3,RbF,0.56,0.44,-5118.48,1200
PuF3,RbF,0.55,0.45,-5414.97,1200
PuF3,RbF,0.54,0.46,-5721.08,1200
PuF3,RbF,0.53,0.47,-6036.78,1200
PuF3,RbF,0.52,0.48,-6361.96,1200
PuF3,RbF,0.51,0.49,-6696.5,1200
PuF3,RbF,0.5,0.5,-7040.19,1200
PuF3,RbF,0.49,0.51,-7392.77,1200
PuF3,RbF,0.48,0.52,-7753.87,1200
PuF3,RbF,0.47,0.53,-8123.05,1200
PuF3,RbF,0.46,0.54,-8499.76,1200
PuF3,RbF,0.45,0.55,-8883.32,1200
PuF3,RbF,0.44,0.56,-9272.89,1200
PuF3,RbF,0.43,0.57,-9667.48,1200
PuF3,RbF,0.42,0.58,-10065.91,1200
PuF3,RbF,0.41,0.59,-10466.78,1200
PuF3,RbF,0.4,0.6,-10868.46,1200
PuF3,RbF,0.39,0.61,-11269.03,1200
PuF3,RbF,0.38,0.62,-11666.3,1200
PuF3,RbF,0.37,0.63,-12057.78,1200
PuF3,RbF,0.36,0.64,-12440.61,1200
PuF3,RbF,0.35,0.65,-12811.61,1200
PuF3,RbF,0.34,0.66,-13167.25,1200
PuF3,RbF,0.33,0.67,-13503.65,1200
PuF3,RbF,0.32,0.68,-13816.59,1200
PuF3,RbF,0.31,0.69,-14101.57,1200
PuF3,RbF,0.3,0.7,-14353.82,1200
PuF3,RbF,0.29,0.71,-14568.38,1200
PuF3,RbF,0.28,0.72,-14740.17,1200
PuF3,RbF,0.27,0.73,-14864.01,1200
PuF3,RbF,0.26,0.74,-14934.79,1200
PuF3,RbF,0.25,0.75,-14947.51,1200
PuF3,RbF,0.24,0.76,-14897.42,1200
PuF3,RbF,0.23,0.77,-14780.19,1200
PuF3,RbF,0.22,0.78,-14592.2,1200
PuF3,RbF,0.21,0.79,-14330.8,1200
PuF3,RbF,0.2,0.8,-13994.79,1200
PuF3,RbF,0.19,0.81,-13584.82,1200
PuF3,RbF,0.18,0.82,-13103.74,1200
PuF3,RbF,0.17,0.83,-12556.75,1200
PuF3,RbF,0.16,0.84,-11951.13,1200
