Species 1,Species 2,Mole frac species 1,Mole frac species 2,Temp (K),Author,type,Link
BeF2,LiF,0.304,0.696,727,Speirs (1952),Solidus (LiF+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.304,0.696,727,Speirs (1952),Solidus (LiF+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.309,0.691,728,Speirs (1952),Solidus (LiF+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.317,0.683,723,Speirs (1952),Solidus (LiF+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.32,0.68,727,Speirs (1952),Solidus (LiF+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.325,0.675,735,Speirs (1952),Solidus (LiF+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.328,0.672,728,Speirs (1952),Solidus (LiF+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.55,0.45,676,Speirs (1952),Liquidus (BeF2(s2)),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.6,0.4,748,Speirs (1952),Liquidus (BeF2(s2)),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.65,0.35,773,Speirs (1952),Liquidus (BeF2(s2)),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.7,0.3,873,Speirs (1952),Liquidus (BeF2(s2)),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.9,0.1,993,Speirs (1952),Liquidus (BeF2(s2)),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.95,0.05,1073,Speirs (1952),Liquidus (BeF2(s2)),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.8,0.2,973,Speirs (1952),"Miscibility gap (MSFL,MSFL#2)","Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.536,0.464,633,Speirs (1952),Solidus (BeF2(s2)+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.567,0.433,629,Speirs (1952),Solidus (BeF2(s2)+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0.6,0.4,633,Speirs (1952),Solidus (BeF2(s2)+Li2BeF4),"Speirs, John Lirigo. The binary and ternary systems formed by calcium fluoride, lithium fluoride and beryllium fluoride: phase diagrams and electrolytic studies. Michigan State College of Agriculture and Applied Science, 1952."
BeF2,LiF,0,1,1118,Thilo (1949),Liquidus- LiF,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.1,0.9,1053,Thilo (1949),Liquidus- LiF,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.2,0.8,973,Thilo (1949),Liquidus- LiF,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.275,0.725,843,Thilo (1949),Liquidus- LiF,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.3,0.7,773,Thilo (1949),Liquidus- LiF,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.1,0.9,738,Thilo (1949),Solidus- Li2BeF4 + LiF,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.2,0.8,743,Thilo (1949),Solidus- Li2BeF4 + LiF,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.275,0.725,738,Thilo (1949),Solidus- Li2BeF4 + LiF,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.3,0.7,745,Thilo (1949),Solidus- Li2BeF4 + LiF,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.315,0.685,735,Thilo (1949),Solidus- Li2BeF4 + LiF,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.333,0.667,748,Thilo (1949),Liquidus- Li2BeF4,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.36,0.64,748,Thilo (1949),Liquidus- Li2BeF4,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.38,0.62,726,Thilo (1949),Liquidus- Li2BeF4,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.4,0.6,718,Thilo (1949),Liquidus- Li2BeF4,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.425,0.575,713,Thilo (1949),Liquidus- Li2BeF4,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.475,0.525,673,Thilo (1949),Liquidus- Li2BeF4,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.487,0.513,663,Thilo (1949),Liquidus- Li2BeF4,Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.53,0.47,638,Thilo (1949),Liquidus- BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.54,0.46,693,Thilo (1949),Liquidus- BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.63,0.37,738,Thilo (1949),Liquidus- BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.67,0.33,780,Thilo (1949),Liquidus- BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.7,0.3,778,Thilo (1949),Liquidus- BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.73,0.27,793,Thilo (1949),Liquidus- BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.8,0.2,773,Thilo (1949),Liquidus- BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.36,0.64,623,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.38,0.62,618,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.4,0.6,613,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.425,0.575,613,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.54,0.46,613,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.475,0.525,623,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.487,0.513,628,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.5,0.5,638,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.52,0.48,633,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.57,0.43,640,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.6,0.4,638,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.63,0.37,633,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.67,0.33,643,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.7,0.3,638,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.73,0.27,638,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.8,0.2,643,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.67,0.33,690,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.7,0.3,690,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.73,0.27,693,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
BeF2,LiF,0.8,0.2,704,Thilo (1949),Solidus - Li2BeF4 + BeF2(s2),Thilo (1949) DOI: https://doi.org/10.1002/zaac.19492580321
LiF,NaF,0,1,1267.65,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.05,0.95,1265.65,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.01,0.99,1264.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.015,0.985,1261.65,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.02,0.98,1260.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.025,0.975,1258.65,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.03,0.97,1256.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.035,0.965,1254.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.04,0.96,1252.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.045,0.955,1250.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.05,0.95,1248.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.06,0.94,1244.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.07,0.93,1239.65,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.08,0.92,1236.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.09,0.91,1232.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.1,0.9,1227.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.2,0.8,1182.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.3,0.7,1128.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.4,0.6,1071.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.5,0.5,1009.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.55,0.45,974.65,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.56,0.44,965.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.57,0.43,957.65,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.58,0.42,948.65,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.59,0.41,938.65,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
LiF,NaF,0.595,0.405,935.15,Malinovsky and Gabcova (1976),Liquidus,"Malinovsky, M.; Gabcova, J. Thermodynamic Analysis of the Two-Component Systems LiF-NaF and NaF-NaCl. Chem. Zvesti 1976, 30, 793."
